id,Title,Company,Location,Type,Level,YearsExp,Country,Skills
537,Odoo Implementer,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,ERP- Odoo- Computer Science- Business Administration- Customer Service- Customer Support- Customer Care- Installation
538,Sales Representative,Alternative Education,Mansoura,Full Time,Entry Level,1-3 Yrs of Exp,Dakahlia,Sales Skills- Customer Service- English- Sales Target- Communication- Selling Skills- Arabic- Marketing- Customer Service/Support
539,Foreign Procurement Specialist - Alexandria,Confidential,Bourj Alarab,Full Time,Experienced,2-5 Yrs of Exp,Alexandria,Purchasing- Logistics- Supply Chain- Computer Skills- English- Microsoft Office- Logistics/Supply Chain- Purchasing/Procurement
540,Senior Graphic Designer,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,Graphic Designer- Design Tools- Image Design- Adobe Illustrator- Creative/Design/Art- Marketing/PR/Advertising
541,iOS Developer,Korashi Group,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,Information Technology (IT)- Software Engineering- Swift- APIs- Objective-C- iOS- IT/Software Development
542,Sales Supervisor - Minya,OPPO Egypt,Menia,Full Time,Manager,2-6 Yrs of Exp,Minya,Customer Service- Sales Skills- English- Retail- Sales Supervisor- Sales/Retail
543,Senior Accountant,Engosoft,Nasr City,Full Time,Experienced,5+ Yrs of Exp,Cairo,Accounting- Finance- Financial Analysis- Financial Management- Excel- Power Point- English- Accounting/Finance
544,Structural Design Engineer,Edges designs,Nasr City,Part Time,Experienced,3-6 Yrs of Exp,Cairo,Structural- Civil Engineering- AutoCAD- Engineering - Construction/Civil/Architecture- Creative/Design/Art
545,Outside Sales Representative,Korashi Group,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,Outside Sales- Pharmacy- Medical Sales- Business Development- Medical/Healthcare- Sales/Retail
546,English Instructor For Teens (October / Zayed),E-Planet,6th of October,Part Time,Entry Level,1+ Yrs of Exp,Giza,Teaching- Education- TEFL- TESOL- TKT- Linguistics- English Literature- Education/Teaching- Training/Instructor
547,Junior Geomatics Engineer,MEEG,Heliopolis,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,3D Modelling- CAD- Civil Engineering- BIM- Geomatics- Engineering - Construction/Civil/Architecture
548,Sales Manager - Real Estate,Concept Property,Sheikh Zayed,Full Time,Manager,8-10 Yrs of Exp,Giza,Sales Skills- Sales Target- Real Estate Sales- CRM- Communication- MS Office- Sales/Retail
549,Business Development Consultant,Smart GYM,Nasr City,Full Time,Manager,3+ Yrs of Exp,Cairo,Business Administration- Business Development- Sales Skills- Sales Target- Customer Support- Negotiation- Management- Digital Marketing
550,Indirect Sales Specialist - Real Estate,Oscar Developments,New Cairo,Full Time,Entry Level,1-7 Yrs of Exp,Cairo,Real Estate- Sales Skills- Sales Target- Customer Service- Customer Care- Communication Skills- English- Business Development
551,Sales Agent - Real Estate,Concept Property,Sheikh Zayed,Full Time,Entry Level,1-5 Yrs of Exp,Giza,Sales Skills- Sales Target- Communication- English- Sales/Retail
552,Senior Mechanical Engineer - Monufya,Dakahlia Group,Alsadat City,Full Time,Manager,4-7 Yrs of Exp,Monufya,Mechanical Engineering- Maintenance- Budgeting- Installation/Maintenance/Repair- Engineering - Mechanical/Electrical
553,HR Specialist,Devera Developments,New Cairo,Full Time,Experienced,4-6 Yrs of Exp,Cairo,HR Specialist- Recruitment- Screening- Interviewing- Payroll- Personnel- Microsoft Office- HR- HR system- Human Resources
554,Full Stack WordPress Web Developer,Infinity Business Solutions,Dokki,Full Time,Experienced,4-6 Yrs of Exp,Giza,Computer Science- Software Development- javaScript- PHP- Web Development- jQuery- HTML5- CSS3- JSON- Wordpress
555,Sales Team Leader - Real Estate,Concept Property,Sheikh Zayed,Full Time,Manager,5-7 Yrs of Exp,Giza,Sales Skills- Sales Target- Presentation Skills- Communication- Leadership Skills- Management- Sales/Retail
556,Accountant,Orthomed E,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,Finance- Accounting- Financial Analysis- Financial Management- Accounting/Finance
557,Social Media Specialist,Infinity Business Solutions,Dokki,Full Time,Experienced,2-5 Yrs of Exp,Giza,Digital Marketing- Online Marketing- SEO- English- Google Adwords- Design- Campaigns- Social Media Marketing- PPC- CMS
558,Electrical Communications Engineer - Technical...,Access Technology Solutions - ATS,Smouha,Full Time,Entry Level,0-3 Yrs of Exp,Alexandria,AutoCAD- Microsoft Office- English- Electrical Engineering- Communication- CCTV- Light Current- Technical Office- Site Engineer
559,Personal Trainer - Fitness Center,Smart GYM,Heliopolis,Full Time,Part Time,2+ Yrs of Exp,Cairo,8 Vacancies- Training- Personal Trainer- Fitness Trainer- CFT- PT- Physical Education- Sports and Leisure
560,Office Manager,Confidential,Cairo,Full Time,Experienced,4-8 Yrs of Exp,Egypt,Secretary- Office Management- English- Sales- Business Administration- Marketing- MS Office- Communication- Administration
561,Cashier,Academic Bookshop,Dokki,Full Time,Entry Level,1-3 Yrs of Exp,Giza,Finance- Customer Service- Customer Care- Customer Support- Cashier- Commerce- Business- Accounting/Finance
562,Agriculture Biotechnologist Internship,Egyptian French Company for Plants Tissue Culture S.A.E,Obour City,Internship,Entry Level,0-1 Yrs of Exp,Cairo,Plant Tissue Culture- Biotechnology- Micropropagation- Date Palm- Plant Science- Somatic Embryogenesis- Organogenesis- Potatoes
563,Purchasing Manager (Hotels) - Alexandria,Paradise Inn Hotels & Resorts,Mahta Alraml,Full Time,Manager,10+ Yrs of Exp,Alexandria,Procurement- Supply Chain- Logistics- Business Administration- Sourcing Management- Vendor Management- Hotels- Hospitality
564,Executive Chef (Egyptian or Foreigner) -...,Paradise Inn Hotels & Resorts,Mahta Alraml,Full Time,Manager,12+ Yrs of Exp,Alexandria,Hotels- Hospitality- Food Science- Culinary Science- Microsoft Office- POS- Restaurant Management Software- Kitchen Management- Computer Skills
565,Personal Assistant to Chairman - Alexandria,Paradise Inn Hotels & Resorts,Mahta Alraml,Full Time,Experienced,7+ Yrs of Exp,Alexandria,Microsoft Office- Office Management- Admin Assistant- Business Administration- Accounting- ERP- Back Office- Hotel- MS Office
566,Affiliate Marketer - مسوق بالعمولة,Otlob Ngelak,6th of October,Work From Home,Entry Level,null Yrs of Exp,Giza,E-marketing- Social Media- Digital Marketing- Marketing/PR/Advertising- Media/Journalism/Publishing
567,Indoor Sales Representative - Alexandria,OPPO Egypt,Alexandria,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,Males Only- Sales Skills- Indoor Sales- English- Sales Target- MS Office- Computer Skills- Communication Skills- Sales/Retail
568,Graphic Designer,Maalem-Group,New Cairo,Full Time,Experienced,3-6 Yrs of Exp,Cairo,Graphic Design- Adobe Illustrator- Media- Motion Graphics- Animation- HTML- Creative/Design/Art- Media/Journalism/Publishing
569,Sales Executive - Real-Estate,One Gate Real Estate,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Real Estate- Sales Target- Sales Skills- Property Consultant- Sales/Retail
570,Marketing Manager - Real Estate,Confidential,New Cairo,Full Time,Manager,8-12 Yrs of Exp,Cairo,Real Estate Marketing- Marketing Campaigns- Social Media- Digital Marketing- Advertising- PR- Marketing/PR/Advertising
571,Accountant,Confidential,10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,Manufacturing- Commerce- Financial Analysis- Finance- Accounting/Finance
572,Senior Mechanical Technical Office Engineer,Confidential,Heliopolis,Full Time,Experienced,10-12 Yrs of Exp,Cairo,Mechanical Engineering- HVAC- Revit- Mechanical Technical Office- Microsoft Office- AutoCAD- IS- TO- English
573,HR Generalist - 10th of Ramadan City,Confidential,10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,Recruitment- Personnel- HR- Human Resources
574,Brokers - Online Sales Representative,VIGILANCE,Obour City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,Females Preferred- Sales Skills- Sales Target- Customer Service- Online Sales- Broker- Sales/Retail
575,IT Help Desk Officer,Shiny white dental center,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,Males Only- CCNA- MCSA- Computer Maintenance- Software- Information Technology (IT)- Computer Science- Office Automation- Help Desk
576,Senior Resident Engineer,Confidential,Alexandria,Full Time,Manager,20+ Yrs of Exp,Egypt,Civil Engineering- Design- Container Terminals- Reclamation- Engineering - Construction/Civil/Architecture- Creative/Design/Art
577,Legal Associate,Confidential,Cairo,Full Time,Part Time,1-4 Yrs of Exp,Egypt,Law- Legal- English- Legal
578,Social Media Manager,Raktos,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,Content Management- Online Marketing- Social Media Management- Copywriting- Marketing/PR/Advertising- Media/Journalism/Publishing
579,Export Sales Specialist,Edu-Fun,10th of Ramadan City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,Export- English- International Trade- Communication Skills- Negotiation Skills- Presentation Skills- Sales Skills- Logistics- French
580,Marketing Specialist,Actrans Lab-Legal,Cairo,Full Time,Part Time,1-7 Yrs of Exp,Egypt,E-marketing- Social Media Campaigns- Marketing/PR/Advertising- Media/Journalism/Publishing
581,Medical Family Planning Technical Training...,John Snow InC,Aswan,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
582,Medical Family Planning Technical Training...,John Snow InC,Luxor,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
583,Medical Family Planning Technical Training...,John Snow InC,Qena,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
584,Medical Family Planning Technical Training...,John Snow InC,Sohag,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
585,Medical Family Planning Technical Training...,John Snow InC,Assiut,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
586,Medical Family Planning Technical Training...,John Snow InC,Minya,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
587,Medical Family Planning Technical Training...,John Snow InC,Beni Suef,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
588,Medical Family Planning Technical Training...,John Snow InC,Fayoum,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
589,Medical Family Planning Technical Training...,John Snow InC,Alexandria,Freelance / Project,Senior Management,15-20 Yrs of Exp,Egypt,Medical- Training- Family Palnning- Contraceptives- MoHP- Medical/Healthcare- Training/Instructor
590,Sales Representative,ComeX Engineering Company,Giza,Full Time,Experienced,5-10 Yrs of Exp,Giza,Sales Skills- Sales Target- Customer Support- Customer Service- Communication Skills- Sales/Retail
591,HR Generalist,BusinessClouds,Cairo,Full Time,Work From Home,1-2 Yrs of Exp,Egypt,Human Resources (HR)- Administration- HR- HR Assistant- Personnel- Employee Relations- Administration- Human Resources
592,Senior Accountant,Virtual Worker Now,Cairo,Full Time,Work From Home,3-5 Yrs of Exp,Egypt,Accounting- Finance- Financial Analysis- Financial Management- Accounting/Finance
593,English language Instructor Mokkatam,UCMAS Academy,Cairo,Full Time,Part Time,1-3 Yrs of Exp,Egypt,3 Vacancies- Teaching- training- languages- education- Phonetics- Education/Teaching- Training/Instructor
594,Software Developer,Jubia Smart Solutions,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,Software Development- Information Technology (IT)- Computer Science- Software Engineering- Telecom- Angular- .NET- MySQL- Java
595,Purchasing Specialist - Maadi,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,Procurement- Business Administration- Communication Skills- Analysis- Supply Chain- English- Negotiation Skills- Food Industry- Retail
596,Personal Assistant,Byoot Bay,Giza,Full Time,Experienced,2-5 Yrs of Exp,Giza,Back-Office- Communication- MS Office- Business Administration- Secretary- Microsoft Office- ERP- Administration
597,Senior Sales Representative,Byoot Bay,Giza,Full Time,Experienced,2-5 Yrs of Exp,Giza,Females Only- Customer Service- Telesales- English- CRM- Sales Skills- Sales Target- Sales/Retail
598,PHP Web Developer,AQARITO,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,PHP- Computer Science- Software Development- Software Engineering- Laravel- MySQL- APIs- OOP- JSON
599,Talent Acquisition Specialist,Odiggo,Maadi,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,Human Resources (HR)- HR- HR Certificate- English- Personnel- HRMS- ATS- Word- Excel- Labor Law- Talent Acquisition- Hiring
600,Telemarketing Agent- UK Account For NATIVE LEVEL...,Easy Projects Egypt,Nasr City,Work From Home,Entry Level,1-4 Yrs of Exp,Cairo,Telesales- English- Sales Skills- Sales Target- Call Center- Customer Care- Customer Support- Customer Service- Sales/Retail
601,Marketing Intern (Lviv - Ukraine),AIESEC - MANSOURA,Lviv,Internship,Entry Level,null Yrs of Exp,Ukraine,Business Development- Business Planning- English- Content Marketing- Content Creation- Computer Skills- Microsoft Office- Media
602,Senior Sales Agent - Real Estate,4 Destination Real Estate,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,English- Real Estate- Sales Skills- Sales Target- Customer Service/Support- Sales/Retail
603,Secretary - Hurghada,Property Hills,Hurghada,Full Time,Entry Level,1-3 Yrs of Exp,Red Sea,Secretary- Hurghada- Administration- Office Management- English- Administration
604,UI/UX Designer,Eduapps,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,UX- Computer Science- UI / UX- experience- Information Technology (IT)- Scrum- Agile- Design- Creative/Design/Art- IT/Software Development
605,Experienced/Senior Android Developer (Immediate...,I2M,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,Jenkins- Java- Android- Kotlin- Unity3D- Information Technology (IT)- SDK- MVC- MVVM- GIT- Jetpack- Testing- E-commerce
606,Telesales Agent,Unlimited Technology,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,Females Only- Sales Skills- Telesales- English- Customer Service/Support- Sales/Retail
607,Account Manager,Artemis,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,Account Manager- Sales Skills- CRM- Customer Service- Sales Target- Business Administration- Customer Service/Support
608,Sales Specialist (Software),Appstact,Sidi Gaber,Full Time,Experienced,2+ Yrs of Exp,Alexandria,Sales Target- Lead Generation- Selling- Sales/Retail
609,Full Stack Developer (Node JS- React JS- Angular),Alef Software Company,San Stefano,Full Time,Experienced,3-4 Yrs of Exp,Alexandria,Software Development- Node.js- Design- CSS- HTML- javaScript- Git- UI- Information Technology (IT)- React.js- Angular
610,Receptionist,Unicity,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,Females Only- Administration- Office Management- Microsoft Office- Communication Skills- English- Receptionist- Administration
